Time,Voltage
00:11:56,4.01749992370605468750
00:11:57,4.01749992370605468750
00:11:58,4.01749992370605468750
00:11:59,4.01749992370605468750
00:12:00,4.01749992370605468750
00:12:01,4.01749992370605468750
00:12:02,4.01749992370605468750
00:12:03,4.01749992370605468750
00:12:04,4.01749992370605468750
00:12:05,4.01749992370605468750
00:12:06,4.01749992370605468750
00:12:07,4.01749992370605468750
00:12:08,4.01749992370605468750
00:12:09,4.01749992370605468750
00:12:10,4.01749992370605468750
00:12:11,4.01749992370605468750
00:12:12,4.01749992370605468750
00:12:13,4.01749992370605468750
00:12:14,4.01749992370605468750
00:12:15,4.01749992370605468750
00:12:16,4.01749992370605468750
00:12:17,4.01625013351440429688
00:12:18,4.01625013351440429688
00:12:19,4.01625013351440429688
00:12:20,4.01625013351440429688
00:12:21,4.01625013351440429688
00:12:22,4.01625013351440429688
00:12:23,4.01625013351440429688
00:12:24,4.01625013351440429688
00:12:25,4.01625013351440429688
00:12:26,4.01625013351440429688
00:12:27,4.01625013351440429688
00:12:28,4.01625013351440429688
00:12:29,4.01625013351440429688
00:12:30,4.01625013351440429688
00:12:31,4.01625013351440429688
00:12:32,4.01625013351440429688
00:12:33,4.01625013351440429688
00:12:34,4.01625013351440429688
00:12:35,4.01625013351440429688
00:12:36,4.01625013351440429688
00:12:38,4.01625013351440429688
00:12:39,4.01625013351440429688
00:12:40,4.01625013351440429688
00:12:41,4.01625013351440429688
00:12:42,4.01625013351440429688
00:12:43,4.01625013351440429688
00:12:44,4.01625013351440429688
00:12:45,4.01625013351440429688
00:12:46,4.01625013351440429688
00:12:47,4.01625013351440429688
00:12:48,4.01625013351440429688
00:12:49,4.01625013351440429688
00:12:50,4.01625013351440429688
00:12:51,4.01625013351440429688
00:12:52,4.01625013351440429688
00:12:53,4.01625013351440429688
00:12:54,4.01625013351440429688
00:12:55,4.01625013351440429688
00:12:56,4.01625013351440429688
00:12:57,4.01625013351440429688
00:12:58,4.01625013351440429688
00:12:59,4.01625013351440429688
00:13:00,4.01625013351440429688
